E1,E2,E3
1091.2131,0.0,0.0
551.5767,0.0,0.0
6.907536,0.0,0.0
169.41621,0.0,404.9194
2.0105376,0.0,0.0
2.4848466,0.0,0.0
10.252287,0.0,0.0
816.2118,0.0,0.0
10.676952,0.0,46.024197
260.13556,0.0,0.0
1833.8342,0.0,0.0
0.0,0.0,2.7422614
0.0,0.0,0.0
223.32341,0.0,0.0
443.70193,0.0,0.0
1.5104469,0.0,0.0
19.247814,0.0,0.0
64.90201,0.0,187.03293
172.58449,0.0,0.0
0.0,0.0,0.28734785
11.5046215,0.0,0.0
1.2365385,0.0,0.0
217.82468,0.0,0.0
0.22422731,0.0,0.0
10.387495,0.0,45.29406
4.8463554,0.0,0.0
376.06586,0.0,0.0
1.8949062,0.0,0.0
1256.7493,0.0,0.0
131.40427,0.0,0.0
1.2445743,0.0,0.0
4.168642,0.0,0.0
77.71437,0.0,0.0
488.79803,0.0,0.0
1978.6483,0.0,0.0
444.76218,0.0,0.0
244.95622,0.0,0.0
189.06253,0.0,0.0
453.88953,0.0,0.0
67.17076,0.0,192.91217
298.8987,0.0,0.0
4.925253,0.0,0.0
449.07077,0.0,0.0
836.7103,0.0,0.0
59.225765,0.0,0.0
51.202847,0.0,156.21521
2.1948876,0.0,20.879667
55.443428,0.0,167.6979
531.9224,0.0,0.0
8.290179,0.0,0.0
306.1145,0.0,650.99677
0.0,0.0,0.0
168.0462,0.0,406.82602
25.933826,0.0,0.0
785.7451,0.0,0.0
5069.911,0.0,0.0
145.5725,0.0,0.0
0.0,0.0,7.773623
22.220324,0.0,81.10095
48.6865,0.0,148.97444
322.5747,0.0,0.0
23.560635,0.0,0.0
1.1523124,0.0,0.0
0.6111995,0.0,0.0
9.052448,0.0,44.381622
60.438557,0.0,176.82442
1.7393799,0.0,0.0
41.730488,0.0,0.0
11.595171,0.0,53.992027
0.0,0.0,0.0
261.2966,0.0,0.0
0.0,0.0,0.0
72.340675,0.0,0.0
779.87115,0.0,1386.465
288.07098,0.0,622.35486
0.32588398,0.0,0.0
368.13705,0.0,0.0
1.2901661,0.0,0.0
412.30658,0.0,0.0
138.18202,0.0,0.0
382.05322,0.0,0.0
2447.64,0.0,0.0
213.00615,0.0,0.0
0.884444,0.0,0.0
24.334366,0.0,0.0
57.769543,0.0,0.0
27.236149,0.0,0.0
266.98007,0.0,0.0
32.87629,0.0,0.0
201.2986,0.0,0.0
1.7094381,0.0,0.0
147.06961,0.0,0.0
0.0,0.0,0.0
13.811132,0.0,0.0
2.901703,0.0,0.0
173.1892,0.0,0.0
44.868202,0.0,0.0
5.049805,0.0,0.0
341.18164,0.0,0.0
166.44606,0.0,0.0
2.4563103,0.0,21.400372
1.8188587,0.0,0.0
46.411224,0.0,0.0
1723.5981,0.0,0.0
527.64166,0.0,0.0
0.55613434,0.0,0.0
10.890165,0.0,49.524784
635.7784,0.0,0.0
16.119728,0.0,0.0
26.028309,0.0,94.03209
0.0,0.0,7.6274095
265.33292,0.0,0.0
208.9027,0.0,0.0
2.2686796,0.0,0.0
8.731058,0.0,45.15252
0.0,0.0,4.047975
0.66306627,0.0,0.0
80.15136,0.0,225.10544
1.5232927,0.0,0.0
6.1654644,0.0,32.601894
1.7096436,0.0,0.0
44.700497,0.0,140.49556
97.41431,0.0,0.0
0.76510996,0.0,0.0
218.63242,0.0,0.0
55.468246,0.0,0.0
5.172949,0.0,0.0
18.623964,0.0,69.37036
40.479355,0.0,0.0
46.257393,0.0,143.98071
18.141302,0.0,69.58701
1.5946381,0.0,0.0
209.54292,0.0,486.30466
3220.2585,0.0,0.0
1.5041221,0.0,0.0
476.83817,0.0,928.33997
610.39514,0.0,0.0
97.67719,0.0,0.0
80.55494,0.0,0.0
37.836697,0.0,0.0
84.9893,0.0,234.07893
151.53737,0.0,0.0
0.0,0.0,0.0
18.182802,0.0,72.02404
0.49781954,0.0,0.0
1.6822492,0.0,0.0
71.79807,0.0,0.0
940.38916,0.0,0.0
314.89703,0.0,0.0
3.9118304,0.0,26.711504
19.691154,0.0,0.0
104.25246,0.0,0.0
385.13324,0.0,772.19196
1347.6738,0.0,2200.1082
596.7748,0.0,1109.6874
2.008528,0.0,0.0
0.9482734,0.0,0.0
3.8071587,0.0,0.0
106.60953,0.0,0.0
0.0,0.0,9.291108
1.2293456,0.0,0.0
46.8055,0.0,146.97798
21.40098,0.0,78.554474
10.011412,0.0,0.0
3.3835433,0.0,0.0
97.79296,0.0,0.0
428.59686,0.0,0.0
1.3712986,0.0,0.0
29.085606,0.0,0.0
0.0,0.0,5.966924
0.0,0.0,7.2865825
0.5862514,0.0,0.0
86.80201,0.0,239.21835
124.62271,0.0,317.60468
2.8983595,0.0,22.076677
5.917315,0.0,35.398888
12.746897,0.0,53.16198
0.70164865,0.0,0.0
4.706782,0.0,0.0
2.3413866,0.0,0.0
143.21289,0.0,0.0
0.9701372,0.0,0.0
0.0,0.0,0.0
16.765665,0.0,0.0
1382.721,0.0,0.0
312.98267,0.0,0.0
25.34459,0.0,0.0
0.0,0.0,3.038774
12.812534,0.0,0.0
0.5566932,0.0,0.0
0.0,0.0,1.2589674
6.800183,0.0,35.628384
112.24179,0.0,0.0
1446.8274,0.0,0.0
2.7627933,0.0,0.0
90.609764,0.0,246.9074
253.68982,0.0,0.0
127.45201,0.0,0.0
0.0,0.0,0.0
38.05355,0.0,124.04966
0.13919121,0.0,0.0
15.31159,0.0,0.0
2.0789154,0.0,0.0
19.235586,0.0,0.0
38.704445,0.0,0.0
24.033268,0.0,0.0
0.56589735,0.0,0.0
0.0,0.0,0.054629862
1.0831156,0.0,0.0
33.036995,0.0,0.0
4.721655,0.0,0.0
134.15186,0.0,0.0
886.64923,0.0,0.0
64.30524,0.0,0.0
267.9211,0.0,0.0
447.7883,0.0,0.0
196.69518,0.0,460.9559
16.677961,0.0,64.76149
13.247875,0.0,56.485878
781.758,0.0,0.0
135.3905,0.0,0.0
43.355682,0.0,137.12105
44.249603,0.0,138.30157
415.3089,0.0,825.3684
235.0686,0.0,528.4862
1725.3835,0.0,0.0
60.881874,0.0,0.0
663.42426,0.0,0.0
13.524036,0.0,56.307552
36.739136,0.0,0.0
0.57319105,0.0,0.0
1.9842243,0.0,0.0
18.196918,0.0,70.27657
2193.5742,0.0,3358.0178
31.990883,0.0,0.0
55.355316,0.0,167.1739
355.06937,0.0,0.0
1.9200798,0.0,0.0
30.844566,0.0,103.95118
0.0,0.0,0.0
264.51053,0.0,0.0
58.034252,0.0,0.0
420.4813,0.0,833.6583
369.70453,0.0,0.0
8.302256,0.0,0.0
3535.95,0.0,0.0
0.0,0.0,11.85617
337.9982,0.0,0.0
4.986109,0.0,0.0
39.61483,0.0,123.83366
1.7328936,0.0,0.0
0.5715978,0.0,0.0
20.125843,0.0,0.0
187.51915,0.0,442.2048
326.71796,0.0,0.0
0.0,0.0,0.0
313.77383,0.0,0.0
5.340447,0.0,30.976522
1728.0122,0.0,0.0
3.541513,0.0,25.226246
5.424471,0.0,0.0
150.0722,0.0,367.2314
0.0,0.0,0.0
23.964054,0.0,0.0
143.6895,0.0,0.0
285.3275,0.0,0.0
12.513025,0.0,51.727688
11.100378,0.0,0.0
0.0,0.0,0.0
90.66237,0.0,0.0
25.918655,0.0,0.0
2.2369843,0.0,0.0
947.99756,0.0,0.0
219.06526,0.0,0.0
38.25305,0.0,0.0
0.7219726,0.0,0.0
22.25185,0.0,80.64574
80.23236,0.0,0.0
137.93217,0.0,348.18314
55.044735,0.0,0.0
946.60266,0.0,0.0
34.03913,0.0,112.54125
558.63226,0.0,0.0
0.40674758,0.0,18.88559
20.314016,0.0,0.0
0.97495174,0.0,0.0
12.883596,0.0,54.75779
65.39202,0.0,0.0
47.619488,0.0,146.91663
169.24649,0.0,0.0
1.8743311,0.0,0.0
31.513056,0.0,105.676384
0.92628956,0.0,0.0
19.293182,0.0,0.0
190.35136,0.0,0.0
2.6908872,0.0,25.378637
258.3249,0.0,0.0
78.81364,0.0,218.33221
0.0,0.0,0.0
1301.2501,0.0,2133.9675
375.6702,0.0,0.0
327.38962,0.0,681.53357
0.0,0.0,0.36041218
0.584496,0.0,0.0
267.15067,0.0,0.0
17.061314,0.0,0.0
98.723495,0.0,0.0
1.8169417,0.0,0.0
0.0,0.0,0.88563925
414.90466,0.0,0.0
619.3035,0.0,0.0
8.692707,0.0,0.0
32.194687,0.0,0.0
20.246574,0.0,0.0
1.0931387,0.0,17.822523
147.00475,0.0,0.0
939.5088,0.0,0.0
0.0,0.0,2.9570966
2.2675338,0.0,0.0
36.513058,0.0,0.0
0.0,0.0,4.9862895
663.5704,0.0,0.0
0.0,0.0,3.7942843
42.98405,0.0,0.0
2.3313882,0.0,0.0
9.577232,0.0,0.0
1.9187863,0.0,0.0
666.1611,0.0,0.0
109.77411,0.0,0.0
775.3946,0.0,0.0
599.00146,0.0,0.0
71.11013,0.0,206.4617
0.0,0.0,6.564877
29.872583,0.0,0.0
454.1322,0.0,0.0
4.852583,0.0,0.0
566.97284,0.0,0.0
4.5342317,0.0,29.710142
0.0,0.0,1.5365691
2.1408317,0.0,0.0
30.23576,0.0,0.0
82.96115,0.0,0.0
0.0,0.0,2.571671
957.5361,0.0,0.0
10.179934,0.0,0.0
1.3364682,0.0,0.0
2.0998726,0.0,0.0
608.3896,0.0,0.0
34.154213,0.0,0.0
13.448502,0.0,0.0
48.575886,0.0,152.74074
558.5098,0.0,1050.2374
0.0,0.0,0.0
0.041837662,0.0,0.0
0.0,0.0,0.0
0.6044744,0.0,0.0
74.29316,0.0,209.61409
49.42503,0.0,0.0
102.351974,0.0,275.31985
37.563946,0.0,0.0
57.259155,0.0,0.0
1.3686979,0.0,0.0
106.92415,0.0,282.08783
3.3372216,0.0,0.0
0.0,0.0,8.905027
39.483425,0.0,0.0
16.910648,0.0,65.37587
1195.8469,0.0,0.0
16.219313,0.0,0.0
6.7218184,0.0,37.403114
0.0,0.0,0.0
13.356668,0.0,0.0
1.936686,0.0,0.0
5.9719386,0.0,0.0
0.710084,0.0,0.0
92.72549,0.0,0.0
0.0,0.0,0.0
50.215603,0.0,0.0
91.96424,0.0,0.0
0.4183786,0.0,0.0
29.309563,0.0,0.0
563.953,0.0,0.0
177.2254,0.0,0.0
8.136505,0.0,40.71099
5.230507,0.0,0.0
1363.6106,0.0,0.0
126.1085,0.0,0.0
64.76636,0.0,0.0
2.1485832,0.0,19.253439
239.74974,0.0,0.0
100.31861,0.0,267.2898
0.59446394,0.0,0.0
5.476528,0.0,30.708
173.97508,0.0,416.61508
0.085226774,0.0,0.0
19.131216,0.0,0.0
170.22096,0.0,0.0
1.2809454,0.0,0.0
0.0,0.0,13.972948
73.87836,0.0,209.93001
424.26178,0.0,0.0
2.0840976,0.0,0.0
1.8916705,0.0,0.0
624.46436,0.0,0.0
12.176773,0.0,53.81528
35.978046,0.0,117.331696
170.1169,0.0,0.0
1747.7239,0.0,2748.6353
41.99611,0.0,0.0
22.456362,0.0,0.0
7.0517125,0.0,34.371243
17.64619,0.0,0.0
509.9535,0.0,0.0
0.2818727,0.0,0.0
1156.7639,0.0,0.0
0.9305028,0.0,0.0
569.58685,0.0,1068.7657
0.0,0.0,6.5831532
831.7591,0.0,0.0
0.0,0.0,0.0
1260.0842,0.0,0.0
108.20998,0.0,0.0
1.2301562,0.0,0.0
4.8222313,0.0,0.0
0.0,0.0,0.0
2.6984565,0.0,0.0
0.11893618,0.0,0.0
62.50496,0.0,0.0
463.76422,0.0,0.0
68.22042,0.0,198.44513
129.98955,0.0,0.0
234.28468,0.0,0.0
461.9285,0.0,0.0
0.0,0.0,6.7782845
123.895355,0.0,315.75656
0.40543342,0.0,0.0
134.007,0.0,0.0
323.35233,0.0,0.0
33.940845,0.0,0.0
65.73728,0.0,191.79063
3.8020833,0.0,24.682302
0.0,0.0,2.652481
11.485516,0.0,0.0
6.7480955,0.0,0.0
13.952744,0.0,0.0
307.81848,0.0,0.0
226.89784,0.0,0.0
239.11868,0.0,532.301
11.8743725,0.0,52.625813
351.14285,0.0,724.5761
5.479474,0.0,0.0
10.298456,0.0,46.872063
1.2509757,0.0,0.0
638.11176,0.0,1177.8951
34.49502,0.0,0.0
73.261635,0.0,0.0
374.40482,0.0,0.0
284.0304,0.0,612.7688
11.338779,0.0,50.58197
0.7138139,0.0,0.0
0.65844834,0.0,0.0
32.36259,0.0,0.0
0.0,0.0,2.8613648
42.47059,0.0,133.56313
51.938652,0.0,0.0
236.06367,0.0,532.11847
7.7352457,0.0,0.0
0.08446944,0.0,0.0
89.938385,0.0,0.0
13.612036,0.0,0.0
30.465036,0.0,0.0
1024.0872,0.0,1746.8573
237.87674,0.0,0.0
0.22834438,0.0,0.0
278.53177,0.0,0.0
34.69335,0.0,0.0
917.4407,0.0,0.0
177.71674,0.0,424.17413
17.080856,0.0,0.0
9.724827,0.0,0.0
33.77436,0.0,0.0
862.7026,0.0,0.0
21.886454,0.0,0.0
2.155058,0.0,0.0
5.2583933,0.0,32.228447
81.99914,0.0,0.0
99.91099,0.0,0.0
1.239934,0.0,0.0
1.2514569,0.0,0.0
25.21149,0.0,89.38052
159.6251,0.0,0.0
4.45973,0.0,0.0
920.817,0.0,0.0
2026.2329,0.0,0.0
152.5824,0.0,0.0
1.6456428,0.0,0.0
258.50485,0.0,568.4831
81.973724,0.0,0.0
95.01273,0.0,256.318
2.9694543,0.0,0.0
27.255833,0.0,0.0
0.0,0.0,2.1910005
704.2147,0.0,0.0
5.825426,0.0,0.0
1.2282221,0.0,0.0
4.7707114,0.0,33.12842
223.90529,0.0,517.2505
324.30646,0.0,0.0
777.1246,0.0,0.0
38.805458,0.0,0.0
35.389103,0.0,0.0
104.38125,0.0,274.30185
0.68086517,0.0,0.0
10.956934,0.0,0.0
212.77269,0.0,0.0
131.78484,0.0,0.0
2.7357883,0.0,0.0
2.0396302,0.0,0.0
0.0,0.0,0.0
572.6436,0.0,0.0
0.64759374,0.0,0.0
460.67084,0.0,0.0
26.925123,0.0,0.0
6.025614,0.0,0.0
599.66534,0.0,1117.0488
1.4762152,0.0,0.0
172.69856,0.0,414.60718
0.81635785,0.0,0.0
1.8734025,0.0,0.0
491.12195,0.0,947.91876
551.9353,0.0,0.0
108.46305,0.0,0.0
330.90613,0.0,694.2544
35.716003,0.0,0.0
24.86537,0.0,88.51637
96.6504,0.0,0.0
0.5853888,0.0,0.0
171.1327,0.0,0.0
82.2806,0.0,0.0
55.484158,0.0,0.0
1.6307261,0.0,0.0
2.0029566,0.0,0.0
0.0,0.0,10.995033
75.78738,0.0,0.0
150.84628,0.0,0.0
685.4826,0.0,0.0
53.20479,0.0,160.34038
455.30597,0.0,0.0
12.203407,0.0,0.0
1352.9574,0.0,2209.229
749.00073,0.0,0.0
72.40741,0.0,0.0
450.9366,0.0,0.0
86.81346,0.0,238.20216
326.5015,0.0,0.0
130.43938,0.0,0.0
11.435068,0.0,0.0
1.5111434,0.0,0.0
0.0,0.0,8.700389
3.9235196,0.0,0.0
2551.6497,0.0,0.0
36.697792,0.0,0.0
1.4036545,0.0,0.0
48.932392,0.0,0.0
415.69977,0.0,0.0
497.81003,0.0,0.0
191.5398,0.0,0.0
1410.3446,0.0,0.0
707.62683,0.0,0.0
2000.6309,0.0,0.0
40.21954,0.0,130.52086
12.571093,0.0,54.27355
541.5025,0.0,1025.987
48.87814,0.0,149.46753
1450.7484,0.0,0.0
376.88968,0.0,766.57184
91.28212,0.0,0.0
190.76283,0.0,448.1376
0.0,0.0,0.36847693
0.0,0.0,0.0
536.246,0.0,0.0
0.64270955,0.0,0.0
0.66157424,0.0,0.0
596.50256,0.0,0.0
0.6624031,0.0,0.0
21.122217,0.0,0.0
86.59275,0.0,0.0
0.2679311,0.0,0.0
142.93753,0.0,0.0
0.0,0.0,8.570192
47.551857,0.0,146.53922
38.964554,0.0,0.0
395.8839,0.0,0.0
487.85672,0.0,0.0
1.223093,0.0,0.0
22.747221,0.0,82.37961
109.066826,0.0,0.0
96.62665,0.0,0.0
4.871173,0.0,0.0
43.972057,0.0,135.38228
552.9416,0.0,1046.8984
4.2038016,0.0,0.0
15.821451,0.0,0.0
27.924711,0.0,0.0
239.68623,0.0,0.0
114.57689,0.0,0.0
1.3465884,0.0,14.345594
11.056105,0.0,0.0
0.0,0.0,4.2352824
1329.5305,0.0,0.0
26.201813,0.0,0.0
16.702513,0.0,0.0
75.99518,0.0,214.61537
98.568535,0.0,0.0
173.9354,0.0,414.77222
1.6745152,0.0,0.0
144.02977,0.0,0.0
725.492,0.0,1306.441
30.607906,0.0,0.0
52.309948,0.0,0.0
57.40207,0.0,0.0
0.0,0.0,14.576676
80.73006,0.0,225.00266
48.5147,0.0,0.0
107.12314,0.0,0.0
1089.816,0.0,0.0
81.004684,0.0,224.14232
1.3324283,0.0,0.0
8.23064,0.0,0.0
0.0,0.0,1.8495588
468.40057,0.0,0.0
56.03404,0.0,0.0
191.3514,0.0,450.97208
25.186253,0.0,0.0
0.8489365,0.0,0.0
74.31658,0.0,210.05232
56.397552,0.0,169.25221
0.7223318,0.0,0.0
1.4422894,0.0,0.0
109.28096,0.0,288.9345
60.79772,0.0,0.0
77.370346,0.0,0.0
650.8001,0.0,0.0
3981.8962,0.0,0.0
0.0,0.0,4.93965
3530.738,0.0,0.0
20.805305,0.0,0.0
528.56757,0.0,0.0
0.085802615,0.0,0.0
2.7396035,0.0,0.0
31.302895,0.0,0.0
0.077846915,0.0,0.0
148.7287,0.0,0.0
10.864567,0.0,49.723774
63.39158,0.0,185.68776
3.770831,0.0,27.6233
50.215195,0.0,151.02626
0.522974,0.0,0.0
75.65667,0.0,0.0
1114.0623,0.0,1872.7428
49.08843,0.0,0.0
1466.8484,0.0,0.0
2.315114,0.0,0.0
0.0,0.0,10.6341
0.0,0.0,0.0
6.934926,0.0,39.446712
170.98746,0.0,0.0
492.6913,0.0,0.0
701.45435,0.0,0.0
47.10989,0.0,0.0
67.895515,0.0,0.0
48.967407,0.0,0.0
0.0,0.0,1.9301887
77.7978,0.0,0.0
0.0,0.0,8.734851
1027.2864,0.0,0.0
2374.5212,0.0,0.0
150.41058,0.0,0.0
0.0,0.0,0.0
10.830381,0.0,0.0
0.78560936,0.0,0.0
2.0527115,0.0,18.405294
66.63828,0.0,193.03699
1.1338227,0.0,0.0
144.72517,0.0,0.0
1.613445,0.0,0.0
2.068087,0.0,20.980131
1.1846694,0.0,0.0
785.25806,0.0,0.0
393.2788,0.0,0.0
4.510534,0.0,29.349894
0.0,0.0,2.125648
391.62064,0.0,0.0
6.9791226,0.0,0.0
4.222377,0.0,0.0
13.002676,0.0,54.305714
23.800425,0.0,0.0
159.67345,0.0,386.2024
441.92944,0.0,0.0
9.848465,0.0,44.9191
25.45669,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.68498677,0.0,0.0
427.54996,0.0,0.0
0.0,0.0,2.8187737
1.8456305,0.0,0.0
21.692856,0.0,79.37455
182.30305,0.0,0.0
18.843521,0.0,71.25601
0.0,0.0,0.0
58.29528,0.0,0.0
1305.0255,0.0,0.0
0.0,0.0,3.4501443
386.1404,0.0,783.5183
146.4664,0.0,361.2538
0.0,0.0,1.872963
27.793194,0.0,96.87664
9.983101,0.0,0.0
1.4127992,0.0,0.0
270.26797,0.0,584.80853
0.69147515,0.0,0.0
141.37328,0.0,0.0
16.76057,0.0,0.0
271.5699,0.0,0.0
57.52615,0.0,0.0
99.713776,0.0,0.0
1.4003642,0.0,0.0
1.4638804,0.0,0.0
615.8893,0.0,1142.6564
385.68027,0.0,0.0
1.3916767,0.0,0.0
6.2601748,0.0,0.0
64.33315,0.0,0.0
1127.9548,0.0,0.0
9.58255,0.0,0.0
0.0,0.0,1.3116231
288.9338,0.0,0.0
384.90952,0.0,0.0
120.90949,0.0,0.0
629.1714,0.0,0.0
0.71822846,0.0,0.0
0.07506099,0.0,0.0
1.3250456,0.0,0.0
403.3158,0.0,0.0
62.914806,0.0,185.6095
293.43527,0.0,0.0
2112.2544,0.0,0.0
934.744,0.0,0.0
1.2404183,0.0,0.0
0.0,0.0,0.81451184
22.347723,0.0,0.0
637.8006,0.0,0.0
208.6112,0.0,0.0
19.421942,0.0,0.0
791.2791,0.0,0.0
0.49859512,0.0,0.0
2.1725237,0.0,0.0
1.8075337,0.0,0.0
0.0,0.0,5.9251485
21.994156,0.0,0.0
0.0,0.0,0.0
0.22127116,0.0,0.0
237.85083,0.0,0.0
129.40042,0.0,0.0
1.6492494,0.0,0.0
2.2661273,0.0,0.0
17.03251,0.0,66.029625
0.0,0.0,8.920881
0.22893405,0.0,0.0
1011.3598,0.0,1725.9825
69.03443,0.0,0.0
553.0702,0.0,0.0
178.03453,0.0,0.0
113.91989,0.0,0.0
108.127174,0.0,0.0
201.56316,0.0,0.0
0.3730905,0.0,0.0
195.97879,0.0,0.0
189.59991,0.0,444.73007
21.229546,0.0,0.0
0.0,0.0,7.954643
0.71751887,0.0,0.0
48.577763,0.0,0.0
4.4275427,0.0,0.0
464.80585,0.0,907.0886
1464.309,0.0,0.0
42.43709,0.0,0.0
0.69630694,0.0,0.0
45.74079,0.0,0.0
10.059309,0.0,0.0
1.7892818,0.0,0.0
96.820496,0.0,0.0
0.0,0.0,3.5094285
119.71949,0.0,308.55823
0.77135587,0.0,0.0
3.9357622,0.0,27.64024
84.405304,0.0,234.59842
74.08873,0.0,0.0
21.463001,0.0,0.0
170.95424,0.0,0.0
187.07681,0.0,0.0
138.75926,0.0,0.0
156.73993,0.0,0.0
85.17993,0.0,0.0
1793.5957,0.0,0.0
0.31008863,0.0,15.918722
12.179434,0.0,0.0
44.925682,0.0,0.0
1.4821122,0.0,0.0
26.474915,0.0,0.0
31.405853,0.0,0.0
1.1611297,0.0,0.0
351.22665,0.0,0.0
0.0,0.0,0.0
37.055477,0.0,0.0
62.209354,0.0,0.0
2.0697472,0.0,0.0
0.9434613,0.0,0.0
281.77695,0.0,608.97186
539.7356,0.0,1023.59686
1.1452627,0.0,0.0
6.6490526,0.0,33.227585
17.661993,0.0,69.11219
4.4073076,0.0,0.0
248.58469,0.0,0.0
1.7553177,0.0,0.0
215.58824,0.0,497.93094
0.0,0.0,4.9426894
1254.3661,0.0,0.0
18.121687,0.0,69.63402
5.2435446,0.0,0.0
0.47647572,0.0,12.862503
4.5943494,0.0,0.0
1703.131,0.0,0.0
130.43361,0.0,0.0
0.48472965,0.0,0.0
4.800265,0.0,0.0
